Comment,label
識,2
太貴了,1
別鬧惹，人走光，廠賣了，好不容易生出個貼牌機你也,1
敢買,2
香我大鐵粉吃起來!,2
這外觀設計感覺是倒退幾年？！,1
這支拍照如果輸U11的話，不會很想換欸,1
品質跟售後 手機設計落伍 這些HTC都無法克服,1
"那個字念""踏""，水獺的獺",2
U11+最高！,0
這在以前應該是像a9 uu那種出旗艦之前的前導機吧 現,2
在沒錢到直接當旗艦了==,2
人家處理器效能過剩不代表htc其他項目會比較好啊…,1
htc還想跟三星比？現在的定位跟中國廠都比不過了,1
會有android 11嗎,2
跑分不是這樣看的... S765的CPU和GPU明明比S845還差,2
看那種中國自嗨式跑分不如瞭解其他軟體如何測試手,2
機的CPU和GPU的強弱,2
TC現在只剩賣MIT的情懷了，慘,1
你不會唸獺嗎?,2
跑分只看AI有意義嗎？綜合跑分只比835好一點。然後,2
閹割掉Edge Sense? Pass。,1
這家還在喔,1
重量應該是有感升級,1
不過這支真的有可能只是試試水溫，打頭陣跟中華電信,2
的5G開台，他們本來就在合作了，也許年底會出一支旗,2
艦機。,2
等4990再來買,2
沒辦法 肥宅只會看規格,2
狗屎般的售後,1
手邊的U12+滿一年，使用上滿意，但一支手機習慣用3,0
年的我，下一支可能就iphone了。,2
"沒edge sensor就可惜了,目前U11用得最多的功能",1
三星也有啊,2
綠水鬼表示:,2
我也是看了好多資訊   實在找不到買的點  都不實用,1
啊...,2
自己不需要就別浪費這筆錢了,1
每天都要充電 apple watch和android wear都是,2
買來才發現很麻煩的人應該不少,1
手錶很好用啊apple pay三星配不用帶手機,0
便宜吧？不到三萬怎麼會貴,0
貴在logo,2
Apple watch算貴？你跟我開玩笑對吧...,0
貴不貴是跟穿戴裝置比吧,2
ㄜ...你洗澡會戴手錶嗎,2
買過 每天充電實在讓人受不了 就賣掉了,1
沒有logo至少對折,2
我 跌倒自動破掉功能,2
超不食用的電子雞肋,1
比較漂亮，操作比較流暢..,0
至於操作甚麼，不是重點..XD,2
手錶只要給別人看和收集數據和提醒功能就好了,2
方形的apple錶真的實在醜怎麼不做圓形的...,1
貴在告訴大家你有錢,1
apple watch 是買來炫耀的，你怎麼會有『實用』的錯,1
覺？,2
跌倒偵測現在也有其他家產品,2
其實他延伸手機上的資訊真的很棒,0
實在不懂說買apple watch是炫富的是什麼邏輯... 跟,2
跟一般手錶比起來根本不貴好嗎,0
還有那家有 跌倒偵測？,2
三星Watch 46mm用了一年半後覺得蘋果Watch真的好太多太多了,0
先不說容量三星給太少,1
只要錶面載太多或是放太多音樂Watch就會卡成狗一樣,1
手錶連手機後會非常非常非常卡,1
"而且也超級耗電,大概兩三個小時100%電就沒了,但只要重開機就好",1
不過再連藍牙又會變這樣,1
"然後手錶要用語音回FB訊息,會顯示錯誤..",1
貴在logo,2
還好吧，隨便一個屁孩的勁戰都更貴,2
蘋果表在手表界根本不算貴 炫富在哪,2
Rolex 貴在哪，水鬼要40萬,2
撇除什麼男人的浪漫，apple watch比機械錶便宜,0
比機械錶實用,0
我手環就有血氧功能了..不過還是想買手錶來跑步聽歌,2
買了浪琴沒後悔,0
讓你能夠不用帶手機照樣接電話 收發訊息 這個功能,0
用得到加上用iDevice 那Apple Watch就有它的價值,0
但是沒有這個需求的話 就真的...,1
其它牌手錶操作都會卡，用起來跟在用十年前手機一樣,1
回家當你手機要充電的時候一併充手錶 不會不方便呀,0
而且真的厲害的是才1萬多的手錶 真的不是炫富等級,0
如果AppleWatch就炫富 戴瑞士錶的綠水鬼的怎麼辦？,2
千億：找我？,2
一萬多的手錶對出社會2-3年的人來講應該是很普通的,2
貴在台灣不開放的功能,2
信仰無價,1
如果是學生的話戴5-6k的就好,2
哪裡貴了..機械錶最便宜的就比apple watch6鬼了,0
樓上不懂別出來現,2
樓上就很懂？,2
機械錶也有萬元以下的阿∼,2
史上最貴的錶PP 6300A拍賣價格10億，買家人在台灣,2
買萬元以下的機械錶就選外觀而已,2
買萬元以上的Apple watch還沒有外觀可以選....,2
但多了很多功能，機械錶在現在來說就是單純的裝飾品,2
而已,2
講戴apple watch是炫富的標準也太低了,2
會想帶AW炫的，應該不知道機械錶的水深吧,2
買蘋果全家桶的才是嘖嘖,1
機械錶的存在就跟通訊品質很差的手機一樣意思,2
跌倒偵測買給老人用不知如何 遠親跌倒沒人發現往生,2
買果錶就像是吃一碗三百的滷肉飯一樣 只是改用盤裝X,2
DD,2
機械錶跟這種穿戴裝置可以類比？不是都戴在手上就一,2
樣好嗎,2
我大概4年前買一代不�袗�一萬初，用到現在還在用，,2
表面也還很新，但只收通知沒用app,2
殘值也沒幾元都能這樣了，這難道會貴？只是新款吧,2
但是貴的機械錶非常保值,2
真正要展現有錢的人會戴Apple Watch???,2
機械表最便宜的三四千就有了，看來AW那精美的定價…,2
不少人爽一陣子就不戴啦,1
機械錶3-4k的超不準好嗎?,2
便宜機械錶連基本的時間都有問題,2
apple wwtch待在我身上我心率都在120-130之間跑,2
btw我應該是身體正常沒有特殊疾病的人,2
沒帶過機械錶不要出來亂嘴好嗎  誰說便宜的機械錶不,2
準？這些人真的戴過嗎？至少我戴過是很準啦,2
我買是為了健身時能隨時看到心率跟計算卡路里,2
沒運動習慣、沒iPhone的確不用買AW,2
買一個空有品牌毫無實用性如鑽石一樣的垃圾不是炫,1
富是什麼,2
信仰不足,2
換android 手錶你就不覺得貴了......,2
每天充電就是最大的樂趣！,1
跟電子垃圾談功能？？,1
apple watch貴在哪？,2
水鬼40萬,2
看你覺得apple watch功能需不需要,2
"不需要買綠水鬼就好,apple watch太貴了",1
便宜的機械錶準?就算最貴的機械錶也沒AW準啊,0
比準就不會去買機械表了，至少你也去買個電波表,2
血氧台灣可以用嗎? 去過西藏血氧剩70% 覺得超需要這,2
功能,2
樓上血氧70%已經死了 你確定你還在嗎（怕,2
怕,2
門已經關了快回去,2
70....???,2
笑死 蘋果用戶一堆用小米手環的 結果沒新iPhone,1
門都關了，不要繼續逗留推文，快回去,2
高山症鐵齒不吃藥的 案例很多,2
比三星還便宜，笑死,2
依目前情況，戴到watch壞了都還不知道能不能去西藏,2
很想吐槽，血氧剩70%？超需要這功能，或許真的需要,2
，只是臺灣有啥地方這麼需要XD,2
門還沒關吧，明天才是初一,2
在松雪樓真的測過70幾,2
三星好慘,1
說三星慘的是不是忘了Apple Watch 3？一直都在賣,1
這價格早就爆打了啊,2
該回去的還是要回去啊,2
血氧70%會不會是周邊perfusion不好影響？,2
高山症很多人會到7X%,2
我買過watch2 3 4啊 用小米5是續航好 watch續航太,1
悲劇 不打算再投入 又不是沒錢買,1
一天一充就是個笑話,1
為什麼你可以接受手機每天充電？卻無法接受手錶也這,0
麼做？雙無線充電座睡前一丟就充，哪裡困難？,0
我華為都可以一週一沖,2
推樓上，充手機順便手錶真的沒有很難,0
因為充電孔已經被手機佔走了XDDD,2
為什麼不能接受汽車每天加一次油,2
去加油站很難嗎?,2
為什麼不能接受?  因為手機必要  手錶又不是一定要,1
何況手錶還有其他可替代  手機你要帶改電話卡喔?,1
這麼簡單都不懂.....傻眼爆,1
誰說手機是必要，沒有什麼是不可被取代的，你可以寫,2
信或飛鴿傳書,2
其實武漢肺炎突然路倒很多都是因為無自覺的低血氧,2
不用手機都不用充電也不用花錢買,2
之前紐約急診醫師發表文章後能監控血氧的器材賣到缺,2
這個功能對流行地區的人來講並非不實用,1
笑死 還有人為Apple watch續航低下的事實在護航,1
可撥,1
問題在你推睡眠偵測 但半夜充電就用不到啦 根本問,1
題還是續航太低,1
欸不是 OHCA大概有76 一樓剩70是鬼門關準備要回去？,2
Apple Watch充電大約30分鐘就夠了吧！還是可以戴著,0
睡覺,2
寫個條件判斷半夜＋充電=睡眠，當作睡眠偵測不就好,0
了？,2
手機必要？以前的貝殼手機也是可以兩個星期充一次電,2
的,2
就是習慣問題啊，用過就回不去的很多,2
血氧偵測功能台灣暫時鎖住,2
手錶放上充電座跟開車去加油的時間不一樣吧,2
續航悲劇 暫時不購入,1
apple 血氧準不准不知道 我有 garmin fitbit charg,2
e3 血氧偵測只能參考 戴手上睡覺要測準很難,2
56樓說真的假的？,2
好笑的是其他的不用一天一充 能做的事還是跟AW差不,2
多啊,2
我TOF的病人就7X啊,2
醫材在台灣鐵定不會那麼容易過的 可憐的AW廢爆了,1
watch是出來了，但是3槽無線充電還在搞笑的樣子？,1
差不多？ 納智捷跟保時捷能做的事也差不多,2
樓上拜託你乾脆說住帝寶跟彰化的農地工廠差不多好了,2
你就愛拿農地工廠說跟帝寶差不多，我也很無奈啊,2
不然你跟大家說納智捷跟保時捷差多少好了,2
樓上先去查查妥善率是什麼意思好了,2
更不用說他拿了政府的多少補助做出來的油電車還是只,2
有政府買,2
充手錶真的很麻煩 手機卻不會有這種感覺,1
maple 很氣餒 看了笑死,2
他可能車買那隻賊  然後手機用蘋果吧,2
S6不鏽鋼比GW3貴好幾張小朋友，哪來比較便宜...,2
置板凳,2
ipad跟watch都沒對手，開發表會幹嘛，哀鳳才是重點,0
啊,2
先推,2
沒蘋果12手機要看啥？,1
要幫忙至底在私,2
手錶&ipad而已,2
愛瘋也沒對手阿,0
直接說沒有手機,2
GGGGGGG,2
確定沒有iphone 可以睡了,2
沒手機，可以睡了,2
有夠無聊…,1
是不是說死今天沒iPhone了 ==?,2
是說只有手錶跟平板是吧,2
QQ,2
確定沒手機嗎@@?,2
股價要跌了,2
我現在是在看documentary?,2
沒說沒手機，但說今天有兩樣東西 手錶跟平板這樣,2
（言下之意 沒手機......吧）,2
...心得分享大會,2
大家晚安,2
睡不著 看這個剛好助眠,2
沒哀鳳，睡覺,2
睡覺   睡起來看股票,2
看樣子沒手機!大家晚安~,2
哭惹…晚安,2
這個30分鐘就可以結束了吧,2
去睡了晚安,2
今天沒發表手機的話明天股票要下去了,2
沒手機 哭,2
醫療功能  測血氧,2
開獎囉！目前股票漲 2% xDD,2
期待ipad,2
股票不一定下去啊  還有ipod救援,2
睡覺去比較實在 明天等著看總結跟股票,2
測血氧一般健康的人有需要嗎XDDDD,2
要爆死了嗎,2
除非你肺部有問題，長期吸菸，不然測血氧根本沒用,1
老闆說i12的時間,2
中華電信,2
Family 功能  監測家人位置.....,2
有2間台灣的XD,2
竟然會有台哥大,2
SE有人有興趣嗎,2
結果沒遠傳,2
小孩子拿到Apple Watch一點都不開只能XDD,2
apple watch 6 $400鎂,2
被監控,2
這種發表模式好像大家說英語XD,2
有環境友善的目標，還是鼓勵,2
笑死，少配件也能理直氣壯,2
好的產品  不用那麼多廢話廣告行銷...,1
影片有點無聊 失水準,1
手錶已經講30分鐘了...,2
沒特點的產品  直接表列功能比較不浪費時間,1
剛睡醒,2
安卓要開始抄不給充電器了吧,2
只有拿來練英文聽力的影片,2
可以咳一下痰嗎,2
wtf 垃圾發表會,1
看A片都可以快轉了 看這過氣產品卻不能 QQ,1
手錶還要講多久...沒什麼吸引人的特點,1
說真ㄉ若這發表會一整天都在說手錶也不會引人購買..,1
發表會  應該不要講那麼多廢話,2
大家晚安ㄌ,2
手錶只要潮就好了 那麼多廢話幹嘛,2
有心運動的人才沒在仰賴什麼服務,2
真的是了無新意,1
感覺像使用說明......  正常人都會跳過,2
還說什麼選音樂類型 嘻哈三小的快笑死,1
Apple one？Google one？,2
名字又抄人家,2
現在4在複習告訴大家我們有這些APP 鼻要忘記,2
把付費訂閱整合成 Apple one,2
老實說這是我第一次看蘋果發表會...一直都是這麼冗,2
長嗎....,2
個別服務沒人訂閱，就捆在一起變大包XDDD,2
換iPad 了 終於,2
有產品的時候  很刺激  估計是沒產品,2
沒啦平常都是跟PornHub副歌時一樣嗨,2
講ipad了,2
原來發表會時間是01:40   我還以為是01:00....,2
"因為沒有iphone, 其他東西講再多都沒救",2
以前真的沒這麼無聊,1
我還是等懶人包吧,2
一直講人們多喜歡IPAD到底三小..來聽故事的逆,2
不看了 真的浪費時間 等懶人包實在,1
This is a big year for iPad.,2
iPad 看起來也沒新東西,2
是不是幫他們的產品們做生平記事,2
入門款A12,2
COOK來嘗嘗我們的IPAD機海  嘻嘻,2
快來幫我們消耗庫存晶片QQ,2
看看價格囉,2
沒有全螢幕喔？,2
還不全面屏,2
ipad 8外型好像跟之前一樣,2
有人知道格紋襯衫要怎麼穿比較帥啊QQ,2
秘訣就是臉要長的帥一點,2
新的內建筆記app有進步 ios14即時手寫輸入很不錯,0
iPad Air 4呢   嗚嗚,2
整形加健身,2
329鎂,2
袖子隨性捲起來,2
但我朋友是公認真帥哥 他也說很難駕馭QQ,2
價格不變 讚,0
這個節奏可以  再來是啥,2
襯衫本身的剪裁也很重要,2
iPad Air 4 多種顏色有綠色跟藍色的樣子,2
藍色滿好看的,0
好多顏色,2
air的筆看起來第二代,2
沒關係大家喜歡買保護套  顏色只有買的那一秒在意,2
全螢幕？mini有機會嗎,2
格紋襯衫哪裡難駕馭，先把身材練好,2
usb c 欸,2
10.9螢幕！！！,2
第八代iPad也是TypeC接口嗎,2
電源鍵指紋欸,2
在電源鍵上XD,2
有Touch Id欸 跟電源鍵一起,2
看來要699美金 UP惹,2
Touch ID竟然還沒死透?,2
哀鳳可以期待一下 這樣就不用脫口罩了,2
電源指紋不是要付專利嗎,2
A14 處理器,2
5nm來惹,2
ipad air直上A14!!!??,2
電源指紋辨識專利在蘋果啊XDD,2
2020蘋果重新發明指紋解鎖結合電源鍵,2
A13跳過是因為數字嗎？,2
三星不就側邊電源鍵+指紋@@,2
原來在蘋果手上,2
5nm，GG飛起來,2
第一個5nm cpu??,2
三星是怎樣，是Sony才用的久,2
奇怪跟索尼的一樣嗎（？,2
看來不只699惹 有人要一起猜嗎,2
ipad pro表示…,2
A13就11阿,2
iPad air 賣爆,0
索尼過氣了  忘記有這牌了ㄎㄎ,2
1299尊爵不凡,2
連他們自己的實驗室都沒選購MacPro的滑輪ㄏㄏ,1
我猜999,2
而且真的開發全部都用Mac？,2
滑輪2萬，沒買的別自稱果粉,2
64G、$599美金起，WiFi版近期開賣、LTE版之後上市,2
cpu 和 顯卡還是有差異  而且現在都要改雲端運算,2
USB-C 我笑了XDDDD,2
為了跑遊戲  強化效能 沒必要,1
USBC終於....,2
iPhone什麼時候上TypeC,2
Air真香,2
五色，玫瑰金/銀/太空灰/綠/天藍,2
5Gpbs版，看來是USB3.1Gen1,2
(Rose Gold/Silver/Space Gray/Green/Sky Blue),2
換了果粉要生氣氣了,1
Wifi6,2
有立體聲喇叭,2
599而已  很香欸,0
超級可笑哈哈哈要開始真香了XDDD,2
香香,0
真香,0
$599還行,0
這要2萬吧,2
看起來沒有5G或是LTE版，要再去官網確認？,2
鬼島匯率 自己去查,2
太貴,1
有LTE的樣子 5G不確定,2
這價格…感覺Pro之後更新又要漲價了,2
明天釋出ios14,2
LTE跟WIFI6 應該是沒支援5G NR,2
88888,2
18900 官網更新,2
前面廢話一堆 不過ipad很讚,2
沒iPhone,2
watch真的很廢...台規的幾乎都閹割版,2
wifi 256gb 23990,2
air真的屌打任何android tab吧,2
八代ipad價格也是沒啥變化,2
欸不是  現在還有安卓平板484。。。,2
air可以用二代筆...原本想買tab s7 開始動搖了...,0
幹 垃圾發表會 花40分鐘介紹垃圾,1
可惜給64g...,1
可惜ipad8沒換成usb-C,1
Redesign iPad air 4(結果只是iPad pro 有touchid),2
但給到A14、二代筆和電源鍵touch id還是真香,0
今年爛透了,1
覺得升級不少 好心動哎,0
Apple Watch series 3 台灣自己降價了,2
超浪費時間,1
扣掉5%稅，匯率是 28.23 耶,2
A12 iPad 心動動,0
很多人不懂 Apple Watch 對 Android 殺傷力有多大,2
如果有認真去看產業研調，這兩年把用戶從 Android,2
"拉到 iPhone 的主因是 Apple Watch, 特別是從 4 通",2
過 FDA 認證以後,2
就也不是 Android 手機變差，而是 Watch + iPhone,2
把人拉去 iPhone,2
我還有朋友是因為AirPodPro，總之都是水果生態，可,2
怕,2
我不懂的是 怎麼大家這麼愛智慧手錶  純疑惑,2
599美金,2
不知 我手錶還寧願用Amazefit的 一個月只需充一次電,2
A14 真香∼∼,0
可恥安卓又一堆提前抄襲蘋果的指紋解鎖結合電源鍵,2
air上2代筆但沒有120hz螢幕配套等於沒有用呀,2
去聽法師開示也催眠，不要對蘋果教這麼嚴格,2
請問air 3是停賣了嗎？,2
還是有繼續賣,2
官網沒看到了耶！,2
抱歉，我看成S3...,2
歡迎來到2020新增血養濃度功能,2
ok,2
蠻無聊的,2
兩個月後噓的鄉民還是偷偷買,2
偷買？我沒買過蘋果產品,2
歹戲拖棚，我要看手機啦,2
容量策略性擠牙膏，等支援5G後再補上128跟512，就這,2
樣,2
所以iphone12什麼時候會出?,2
期待的12....,2
可惡想買air,0
iphone什麼時候要換掉可笑的特規接頭,1
很期待的點進來 結果卻發現好像沒寫到I12 慘,2
沒手機可惜,2
主要是司馬遷算是比較早期的人 不一定懂本紀的寫法,2
所以到最後就變成主觀在寫,2
忍幾天，有更好的選擇,2
12都要出了...,2
行動硬碟XDDD,2
轉錄前的推文記得刪除,2
真 行動硬碟,2
20900貼一點拿來拿來買i11或是i12都更好吧,2
感恩,2
買這台要幹麻…相機也沒比較強，現在11都隨便屌打，,1
價格還一樣,2
同六樓,2
差點腦波弱 不追新機的可入手吧...,2
相機跟CPU差11很多 一般人用不到512 買了浪費錢,1
講各笑話：蘋果保值,1
真的是現在還花二萬買這台幹麻XDDD,1
11屌打,1
買個拍照連se2都不如的東西要幹嘛？,1
捏一下上11 PRO,2
這價錢是不是想騙不懂的人買啊...,1
why?,2
不懂衝動的點在哪，這價格應該11更划算把,1
等12出再買理論上會跳更多？,2
拍照輸se2..是se2太強還是Xs太爛啊...,2
加一點買11,2
清庫存囉 盤子買起來,1
太盤了,1
盤到笑,1
螢幕有差距R，11也沒512GB版,2
已下架 被搶光惹？,2
又被搶光了？,2
512當隨身碟都懶...買個1TSSD比這好用,2
Xs至少曾經是旗艦，11什麼東西啊？,1
就像你拿現在的i3說以前的i7很爛一樣,2
但以前i7-7700k風光時，你的i3還不知道在哪裡咧,2
這讓我想到一個簽名檔,2
你是要花30K榮耀過一次，還是要花兩次15K買垃圾 XD,2
所以u大濕買的XS會附贈時光機 回到XS剛出時?,2
事實就是 現在花大錢買XS = 盤 就像你在XS快出時買i,2
7+一樣盤到笑,1
去隔壁逛就知道...屯的很多都滯銷了,2
「強」敵，笑了,1
記者是不是也覺得三星Tab是iPad的強敵,2
語音助理有比Siri強嗎？手錶語音助理才是勝負,2
galaxy watch就真的比較好看   方形的如果不是掛個蘋果牌,2
根本好笑,1
但三星堅持不出wear OS  實用性就在那邊而已  頂多當個心,2
率計或計步器,2
我也覺得只有圓形錶盤比較好看，其他功能面離Appl,2
e watch還有一段距離,2
笑而不語,2
無法理解S好看在哪 100支錶大概有90支是圓的吧.....,1
Apple怕屁，生態圈就夠綁住用戶了,2
好不好看是主觀問題，根本沒標準答案,2
圓經典，配色好看就加不少分了,0
iPhone 殺手 ipad殺手,2
要買方的我還不如去夜市隨便買一隻,1
沒有那顆蘋果就輸了,2
做夢吧，被碾壓的份,2
外表好看我不會買garmin 嗎？功能還比較多,2
三星手錶蠻時尚的，應該會吸引不少人,2
每次都這麼講,2
等google自己出錶吧 現在買都是浪費錢,2
Samsung到現在Line通話的問題都還沒解決 賴直接把,2
手錶當成藍芽耳機 結果又不支援手錶接電話,1
還要全部使用者自己爬文想辦法搞定,1
Samsung手錶連其他手機還能把手錶的通話功能關掉,2
結果三星自己手機不給關,1
搞到手機開靜音有人打賴電話手機聽筒居然還會響,1
要把整個藍芽關掉才能恢復正常,1
我開靜音手機還會響 那我開靜音幹嘛戴手錶幹嘛,1
偏偏你三星的問題卻是全品牌手錶最嚴重,1
至少學其他廠商開放關閉手錶的通話功能,2
吧,2
樓上好怒 若是事實完全不敢買了…,1
搞到現在只能用APP設定有Line通話藍芽自動關閉10秒,1
一關藍芽全部連結手機的藍芽配件跟手錶一起殘廢10,1
秒,2
全球前幾大公司 小米OK華為OK蘋果OK就你三星問題最多,1
人家處理不好賴至少開放關閉手錶的通話功能,2
就你三星還在睡,1
Garmin屌打,2
三星飛高高,2
如果手錶的SPay也能支援悠遊卡會很有優勢,2
買apple的從來不是功能或外型，是信仰,2
一堆大廠把蘋果當假想敵完全搞不清楚狀況，還在那拼,2
規格外型,2
濁粉只講得出信仰啊 w,2
語畢,2
就是因為普遍審美觀覺得圓的好看，才90支都圓的啊= =,2
至少cp值不錯啦,0
圓的就只是個me 2...看完上面描述完如此殘障的功能..,1
. 我Ok 你先買,1
不用wear os真的不行 支援度就差了,2
garmin市佔跟三星差不多，未來要超過應該不是問題,2
啊，Samsung的手錶已經出很久很久了，Apple watch那時,2
都還沒個影。他們一直都在做自己的... 市場一直是區隔,2
的，難道用Android配Apple watch嗎？智障記者,2
果粉笑到內褲鬆掉,2
大家都太誠實了，不這樣講一大票卓粉怎麼自慰高潮？,2
續航已經不夠了還把電池縮小？,2
說一大堆根本沒多少人會買,1
三星錶好看，但賣的就沒蘋果好這是事實，不知「強敵,2
」來由,2
電池縮水，ram才 1G，這樣我可換不下去啊，galaxy wa,2
tch超卡，常常按下去要1秒後才有反應,2
apple watch的問題就續航 沒別的,2
現在流行方型的錶,2
三星的錶其實都不錯看，缺點就是應用面超少,2
garmin很頓  很難用  到底強在哪,1
wear os能支援LINE通話接聽撥打嗎?,2
等GW3可以支援apple pay才是強敵啦XD,2
手錶根本打不到 用iPhone 的基本上不會去選三星手錶 用三,2
星也不可能用Apple Watch,2
方形可能比較好用吧…不過個人習慣圓形的手錶,2
@lavender717 這批很純,2
Garmin屌打我是覺得呵呵啦,2
蘋果：哪裡有強敵（搔頭）,2
我用Note很想用回AW阿,2
上一個叫OO殺手的，墳前的草已經比我孫子還高了,2
好看：skagen falster,2
哪來普遍審美覺得圓形好看 我就覺得蘋果手錶屌打阿,0
傳統手錶做圓的還能理解結構問題 智慧錶還續用圓形,2
真的無法理解 不膩嗎？,1
圓形比較好看，但操作上方形能應用到比較多…,2
等 Samsung Pay 悠遊卡支援手錶會考慮，這個才是殺,2
手級應用，因為要期待 Apple Pay 悠遊卡可能要等上,2
N 年,2
"看來Galaxy watch剩""圓的比較好看""能吹",2
"整篇也沒人說出""apple watch殺手""優點在哪裡",1
我也是用Galaxy Watch配三星S8，賴通話完全沒樓上某樓的問,2
題啊 不過不能用手錶直接Line通話倒是真的,2
啊 就只有記者覺得是強敵啊，很難理解嗎= =,2
這支續航多久？,2
詭異的是如果用iphone搭galaxy watch就可以直接用手錶,2
line通話，自己家的手機反而不行...,2
我用三星，不過，除了手機外，其他還是apple的天下,2
方形錶真的有夠智障,2
我覺得手機方面是群雄割據，但在智慧手錶和平板方面,2
，除了蘋果，沒有一個能打的，光是滑起來的順暢度方,0
面蘋果手錶真的是海放其他廠商,2
"手錶截圖意義不大吧,三星+蘋果共4年錶齡,手錶截圖",2
次數應該不超過三次……,2
流穢禽又是你的農場標題,2
安全性呢？光拼規格不重視研發,1
三星錶缺點在和安卓搭配不佳 流暢度根本沒輸好嗎,2
安全性 手錶脫過都要輸入密碼我記得 所以才說手錶,2
要加入指紋辨識 因為螢幕那麼小 輸入密碼分不方便,2
*很,2
蘋果先做到不要一天一充好嗎,1
蘋果錶太方了不好看...,1
記得有一隻骨傳導手錶在募資很像這樣的技術,2
三星贏了,2
蘋果戴著手錶的狀態，手機解鎖就不用密碼好嗎,2
挖靠，這肯定要大賣特賣，蘋果今年一定倒,2
三星錶續航多久？,2
還以為是什麼酷炫功能，結果你跟我說截圖==,2
有solar power我就買,2
樓上 Garmin在朝你揮手 不過話說太陽能智錶要三萬,2
這樣 aw還要賣嗎,2
看來S4的手勢操作要在自家的手錶上復活了,2
光logo先輸了,2
可以彈指接電話嗎,2
apple光續航就輸了,1
"16樓說的功能在Android叫做smart lock, 很老的功能",2
了，藍牙配件都可以設定,2
"三星我戴active2,螢幕和心跳測試關閉常開，一般正常",2
使用可以三天一充，最多曾經可以撐到四天一充,2
蘋果錶先做到防水再說好嗎？,1
AW 沒有防水？,2
@hoohjoe 感謝資訊，不過我去估狗看起來是反過來的,2
。8樓要的是手錶自動解鎖，而不是戴著手錶時會自動,2
解鎖手機。,2
跌倒偵測不是很久了嗎..是啥新技術嗎,2
三星錶明明就屌打aw==,2
1脫褲子放屁 2截圖在於操作方式不同有什麼好強的?,2
3不是早就有了,2
AW給我防水跟續航我才會再買...舊的AW早已成為裝飾,2
品,2
平板我認同蘋果最猛 但手錶明明有很多更好的選擇...,2
沒有防水是怎麼戴去游泳...,1
AW贏在生態系 但也是Apple獨厚出來的,2
手錶跟平板除了蘋果都是廢...,2
AW沒防水？,2
什麼事件？,2
什麼事件+1,2
挑戰贏有獎金嗎？,2
挑戰成功全禁,2
蘋果也會怕啊，這件事在開發者間鬧得沸沸揚揚呢,2
咬一口膝蓋也有軟的時候？,2
所以挑戰可以用幾次？,2
apple store 開始販賣挑戰券通行券 一張1千美金,2
前陣子由 Basecamp 開發者 DHH（David Heinemeier H,2
ansson）發表創新的 email 新服務「Hey」在 Apple A,2
pp Store 先通過審核上架後，又因違反商店規範被 Ap,2
ple 下架，在開發者間引起議論。,2
Hey為一網頁版電子郵件程式，提供一年99美元的訂閱,2
服務，蘋果曾一度批准Hey程式上架，但當開發商Basec,2
amp在兩天後要更新該程式以修補臭蟲時，卻遭蘋果拒,2
絕，當時蘋果的理由是Hey是個付費服務，但只允許使,2
用者在其它地方訂閱，並未提供程式內購買（In-App P,2
urchase）機制，違反App Store準則,2
簡單說就是不給蘋果抽成30%，所以不給你上架,2
之前不是很嗆「只想不勞而獲，不想與其他所有人遵,2
守相同的規則」現在開放挑戰喔,2
要開始賣挑戰券了,2
請開始你的挑戰,2
之前被果粉視為天條的30％蘋果稅要開放挑戰了嗎XD,2
請挑戰裁判自己寫的規則,2
誰要挑戰？(舉手) 拖出去斬了，好，還有誰要挑戰？,2
是不是怕被歐盟查啊?,2
允許你挑戰，沒說會判你贏啊,2
可以挑戰 哇嗚 啊不就謝主榮恩,2
謝謝蘋果讓我知道還可以挑戰規則,2
就跟PTT被水桶，也都可以挑戰一樣啊,2
沒有一次會成功就是了,2
裁判、球證、旁證都是我的人，怎麼跟我鬥,2
新推出挑戰系統  挑戰進度達100%  即挑戰成功,2
每次挑戰需使用一張挑戰券  會出現0~100%不等的機率,2
最多可挑戰3次  3次進度累積總合未達100%  挑戰失敗,2
的APP即無法再進行挑戰  未來打算推出重新挑戰券,2
重新挑戰券  可讓挑戰失敗的APP重置  並恢復3次挑戰,2
朕 不賺 你 不能 賺          大概是這樣,2
App開發完還要幫App store的規則debug,2
「誰來挑戰？」,2
「我來！」,2
「多餘料件，埋掉。」,2
「下一個換誰？」,2
朕給你的 才是你的 朕不給你的 你不能搶。,2
檔案管理跟字形可以開放嗎？,2
挑戰開始後禁新版上架然後判決結果一年後出爐這樣?,2
下面一位,2
弄第三方仲裁啊，笑蘋果不敢,2
蘋果還是下去好了 乖乖被歐盟搞啊ww,2
zen4買不到一年就不能更新了ㄏㄏ,2
光是成本差多少了呵呵,2
5S都有?,2
5s,2
寧願省50%,2
已經升級13.5的可以往下降版嗎？,2
除三星之外 都是零組件拼裝廠買OS改 比成本 呵呵,2
省50%等若干年後再來該怎麼不更新了,2
更正 都(X) 多(O) 華為研發也挺認真,2
還以為純粹補資安漏洞 連續航力、wifi、藍芽都加強,2
有這麼佛!?,2
果酸又要崩潰了,1
延壽…去買豬腳啊,2
讓你更新後就一定想換新機的版本嗎？,2
你能升到13.5代表是6s或se以後的手機了，本來就不能,2
升這個,2
不要更新完又出現收到某個字元的簡訊馬上死雞就好,2
順啦，省電有感,2
反觀安卓 一年就卡頓還不能更新XD,2
快等新＝白老鼠，第一天嗎？更新太快永遠都是測試的,2
第一線,2
反觀同期安卓...,1
